region,ticks,in_p95_set,lbRelocGetForceExternHeapFile,lbRelocGetStatusBufferFile,lbRelocGetExternHeapFile,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocAssetReadHeaderFromFile,ndsRelocAssetFindEntry,ndsRelocAssetGetPath,ndsRelocAssetIDForToken,ndsR2AnimCacheFind,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsRelocNormalizeFighterAObj16File,ndsRelocFinalizeLoadedFile,ndsRelocApplyInternalPointerFixups,ndsRelocAddStatusNode.part.0,ndsRelocRemoveFighterAObj16LoadedAliases.part.0,f_open,f_read,f_lseek,get_fat.isra.0,disk_read,f_opendir,f_readdir,fopen,fread,fseek,fclose,_fopen_r,_fread_r,_fseek_r,_fseeko_r,_nitroFS_open_r,_nitroFS_read_r,_nitroFS_seek_r,nitroromOpen,nitroromReadIter,nitroromResolvePath,strncasecmp,memcpy,memset,armCopyMem32,sniprintf,_vsniprintf_r,ndsBaseGcPlayDObjAnimJoint,ndsR2FtAnimParseDObjFigatree,ndsR2AnimValueQ,ftParamUpdateAnimKeys,ndsBaseGcPlayMObjMatAnim,_malloc_r,_free_r
120,887393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,61,0,0,0,62,76,312,4,70,0,0
121,890704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,70,0,0,0,62,76,312,4,70,0,0
122,889124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,66,0,0,0,62,76,312,4,70,0,0
123,896998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,67,0,0,0,62,76,312,4,70,0,0
124,984105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,115,0,0,0,62,76,312,4,70,0,0
125,1028333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,132,0,0,0,71,76,312,4,72,0,0
126,946489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,101,0,0,0,62,76,312,4,70,0,0
127,905140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,70,0,0,0,62,76,312,4,70,0,0
128,911163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,73,0,0,0,62,76,312,4,70,0,0
129,906585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,69,0,0,0,62,76,312,4,70,0,0
130,974307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,100,0,0,1,62,76,312,4,70,0,0
131,1342019,1,3,0,0,0,0,3,3,12,3,3,0,3,3,3,9,3,0,5,2,815,13,0,0,0,3,1,0,0,3,0,1,0,5,1,0,0,0,0,130,146,14,3,0,62,153,633,8,134,0,0
132,896742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,70,0,0,0,62,76,312,4,70,0,0
133,1094279,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,3,1,232,6,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,106,89,6,1,0,62,94,360,5,86,0,0
134,1051488,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,85,0,1,0,62,112,444,6,98,0,0
135,933225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,59,0,0,0,62,76,300,4,70,0,0
136,1008171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,106,0,0,0,71,76,300,4,72,0,0
137,959506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,96,0,0,0,62,76,300,4,70,0,0
138,1124609,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,1,1,849,5,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,120,111,5,1,0,62,93,357,5,84,0,0
139,956382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,67,0,0,0,62,72,246,4,70,0,0
140,993242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,96,0,0,0,62,72,246,4,70,0,0
141,943329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,67,0,0,0,62,72,246,4,70,0,0
142,925302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,72,0,0,0,62,72,246,4,70,0,0
143,913917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,62,0,0,0,62,72,246,4,70,0,0
144,1052218,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,101,0,1,1,62,108,384,6,102,0,0
145,999609,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,87,0,1,0,62,88,324,5,84,0,0
146,1083706,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,123,0,1,0,62,110,432,6,98,0,0
147,1111424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,35,7,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,111,88,7,0,0,62,74,288,4,70,0,0
148,1147338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,140,0,0,5,62,74,288,4,70,0,0
149,1224774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,95,0,0,0,62,74,288,4,70,0,0
150,1500313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1589,20,0,0,0,3,1,0,0,3,0,1,0,6,1,0,0,0,0,121,80,21,0,0,62,74,288,4,70,0,0
151,1161760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,75,0,0,0,62,74,288,4,70,0,0
152,1160715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,62,0,0,0,62,74,288,4,70,0,0
153,1186012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,72,0,0,0,62,74,288,4,70,0,0
154,1170469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,82,0,0,0,62,74,288,4,70,0,0
155,974479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,68,0,0,0,61,74,288,4,69,0,0
156,975408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,77,0,0,1,60,74,288,4,68,0,0
157,948456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,71,0,0,0,60,74,288,4,68,0,0
158,948583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,88,0,0,0,60,74,288,4,68,0,0
159,976875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,98,0,0,0,60,74,288,4,68,0,0
160,1107113,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,1,1,134,3,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,104,120,3,1,0,60,96,387,5,84,0,0
161,977878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,106,0,0,0,60,78,318,4,68,0,0
162,1310485,1,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,2,1,101,2,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,117,144,2,1,0,60,118,495,6,100,2,0
163,1108477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,127,0,0,0,60,78,324,5,84,0,0
164,1098620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,131,0,0,0,60,38,150,6,100,0,0
165,1096093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,127,0,0,0,60,38,150,6,100,0,0
166,1164084,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,129,0,1,0,60,49,171,7,114,0,0
167,1073814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,60,30,96,6,100,0,0
168,1250307,1,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,1,1,849,5,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,119,163,5,1,0,60,47,153,7,114,0,0
169,1106668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,716,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,124,109,12,0,0,60,34,114,6,100,0,0
170,1078540,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,2,1,235,5,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,107,116,5,1,1,60,74,288,7,116,0,0
171,876029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,90,0,0,0,60,74,288,4,68,0,0
172,870316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,85,0,0,0,60,74,288,4,68,0,0
173,863612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,75,0,0,0,60,74,288,4,68,0,0
174,904081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,91,0,0,0,60,74,288,4,68,0,0
175,896694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,87,0,0,0,60,74,288,4,68,0,0
176,1089364,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,117,0,2,0,60,131,522,7,116,0,0
177,917304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,94,0,0,0,60,74,288,4,68,0,0
178,978977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,111,0,0,5,60,74,288,4,68,0,0
179,920045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,101,0,0,0,60,74,288,4,68,0,0
180,921846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,98,0,0,0,60,74,288,4,68,0,0
181,1208666,1,3,0,0,0,0,3,3,12,3,3,0,3,3,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,167,0,3,0,60,146,579,8,126,0,0
182,945849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,100,0,0,0,60,70,264,4,68,0,0
183,922060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,94,0,0,0,60,70,264,4,68,0,0
184,1014495,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,124,0,1,0,60,88,336,5,82,0,0
185,881622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,80,0,0,1,60,70,264,4,68,0,0
186,867215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,75,0,0,0,60,70,264,4,68,0,0
187,866997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,74,0,0,0,60,70,264,4,68,0,0
188,864529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,76,0,0,0,60,70,264,4,68,0,0
189,875433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,77,0,0,0,60,70,264,4,68,0,0
190,950563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,717,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,113,79,12,0,0,60,70,264,4,68,0,0
191,875913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,79,0,0,0,60,70,264,4,68,0,0
192,909571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,93,0,0,0,69,70,264,4,70,0,0
193,1055502,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,123,0,2,0,60,123,465,7,110,0,0
194,913942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,101,0,0,0,60,68,234,4,68,0,0
195,1233991,1,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,3,1,155,8,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,114,132,9,2,0,60,117,398,7,114,0,0
196,1020224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,127,0,0,0,60,66,224,4,68,0,0
197,964378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,86,0,0,0,60,66,224,4,68,0,0
198,964167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,94,0,0,0,60,66,224,4,68,0,0
199,944348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,83,0,0,0,60,66,224,4,68,0,0
200,928098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,77,0,0,1,60,66,224,4,68,0,0
201,908945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,73,0,0,0,60,66,224,4,68,0,0
202,928132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,79,0,0,0,69,66,224,4,70,0,0
203,925740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,73,0,0,0,60,66,224,4,68,0,0
204,926093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,76,0,0,0,60,66,224,4,68,0,0
205,924032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,79,0,0,0,60,66,224,4,68,0,0
206,929567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,82,0,0,0,60,66,224,4,68,0,0
207,926905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,77,0,0,0,60,66,224,4,68,0,0
208,1003730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,104,0,0,5,60,66,224,4,68,0,0
209,903173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,74,0,0,0,60,66,224,4,68,0,0
210,1058038,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,108,0,2,0,60,103,371,6,100,0,0
211,917403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,89,0,0,0,60,72,278,4,68,0,0
212,1186214,1,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,6,2,792,16,0,0,0,3,1,0,0,3,0,1,0,6,1,0,0,0,0,116,104,17,1,0,60,90,326,5,84,0,0
213,958778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,81,0,0,0,60,70,242,4,68,0,0
214,963938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,80,0,0,0,60,70,242,4,68,0,0
215,966402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,81,0,0,0,60,70,242,4,68,0,0
216,962107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,90,0,0,0,60,70,242,4,68,0,0
217,953915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,80,0,0,0,60,70,242,4,68,0,0
218,930944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,70,0,0,0,60,70,242,4,68,0,0
219,1020725,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,81,0,1,0,60,106,380,6,100,0,0
220,921994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,78,0,0,0,60,68,248,4,68,0,0
221,935316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,85,0,0,0,60,68,248,4,68,0,0
222,1107223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,71,0,0,0,60,68,248,4,68,0,0
223,1272733,1,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,120,0,1,5,60,104,392,6,96,0,0
224,849260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,58,0,0,0,60,0,0,0,8,0,0
225,851469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,64,0,0,0,60,0,0,0,8,0,0
226,934942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,74,0,0,0,60,72,282,4,68,0,0
227,1153246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,156,7,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,111,75,7,0,0,60,72,282,4,68,0,0
228,910362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,90,0,0,0,60,72,282,4,68,0,0
229,1153045,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,1,1,849,5,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,105,127,5,1,1,60,94,381,5,84,0,0
230,939874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,82,0,0,0,60,76,312,4,68,0,0
231,918435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,85,0,0,0,60,76,312,4,68,0,0
232,985488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,719,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,113,85,12,0,0,60,76,312,4,68,0,0
233,904476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,78,0,0,0,60,76,312,4,68,0,0
234,897660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,74,0,0,0,60,76,312,4,68,0,0
235,907761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,82,0,0,0,60,76,312,4,68,0,0
236,908190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,84,0,0,0,60,76,312,4,68,0,0
237,984270,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,91,0,1,0,60,90,348,5,84,0,0
238,1001691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,103,0,0,5,69,70,264,4,70,0,0
239,923686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,92,0,0,0,60,70,264,4,68,0,0
240,913692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,92,0,0,0,60,70,264,4,68,0,0
241,917905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,89,0,0,0,60,70,264,4,68,0,0
242,1011980,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,116,0,1,0,60,93,372,5,84,0,0
243,1116129,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,3,1,227,6,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,134,133,6,1,0,60,95,378,5,84,0,0
